longitude,latitude,Yield,crop,season
79.25,22.75,1.5948576,soybean,major
79.75,22.75,1.3730046,soybean,major
80.25,22.75,1.4889514,soybean,major
80.75,22.75,2.198379,soybean,major
81.25,22.75,1.992703,soybean,major
99.75,22.75,2.0412679,soybean,major
100.25,22.75,1.953842,soybean,major
100.75,22.75,2.8296142,soybean,major
101.25,22.75,3.113537,soybean,major
101.75,22.75,2.8445792,soybean,major
102.25,22.75,2.8170843,soybean,major
102.75,22.75,2.3270385,soybean,major
103.25,22.75,2.1995375,soybean,major
104.25,22.75,1.8025174,soybean,major
104.75,22.75,1.7011577,soybean,major
105.75,22.75,2.1039867,soybean,major
106.25,22.75,1.9442708,soybean,major
106.75,22.75,2.2772372,soybean,major
107.25,22.75,2.0172436,soybean,major
107.75,22.75,1.8262937,soybean,major
108.25,22.75,1.4189374,soybean,major
108.75,22.75,1.7686672,soybean,major
109.25,22.75,1.5446826,soybean,major
109.75,22.75,1.9500616,soybean,major
110.25,22.75,1.6597137,soybean,major
110.75,22.75,2.5855017,soybean,major
111.25,22.75,2.4557571,soybean,major
111.75,22.75,1.9970738,soybean,major
112.25,22.75,2.1131308,soybean,major
112.75,22.75,1.4408972,soybean,major
260.25,22.75,2.0595348,soybean,major
260.75,22.75,2.4808016,soybean,major
261.25,22.75,1.6140509,soybean,major
261.75,22.75,1.1474354,soybean,major
73.25,23.25,1.0565007,soybean,major
73.75,23.25,1.5553536,soybean,major
74.25,23.25,1.0982857,soybean,major
74.75,23.25,0.8003623,soybean,major
75.25,23.25,0.6693003,soybean,major
75.75,23.25,0.66782176,soybean,major
76.25,23.25,0.9190905,soybean,major
76.75,23.25,0.68784213,soybean,major
77.25,23.25,0.86265606,soybean,major
77.75,23.25,1.4762516,soybean,major
78.25,23.25,1.3382446,soybean,major
78.75,23.25,1.1772983,soybean,major
79.25,23.25,1.5071232,soybean,major
79.75,23.25,1.4318969,soybean,major
80.25,23.25,1.8935403,soybean,major
80.75,23.25,1.9378353,soybean,major
81.25,23.25,2.0459933,soybean,major
81.75,23.25,1.5208397,soybean,major
82.25,23.25,1.4918971,soybean,major
98.75,23.25,2.8989878,soybean,major
99.25,23.25,2.4962063,soybean,major
99.75,23.25,1.8977629,soybean,major
100.25,23.25,2.0090141,soybean,major
100.75,23.25,2.3489928,soybean,major
101.25,23.25,2.2556424,soybean,major
101.75,23.25,1.7120754,soybean,major
102.25,23.25,2.131787,soybean,major
102.75,23.25,2.086088,soybean,major
103.25,23.25,1.7528453,soybean,major
103.75,23.25,1.8644063,soybean,major
104.25,23.25,1.3733643,soybean,major
104.75,23.25,1.7249262,soybean,major
105.25,23.25,1.5573558,soybean,major
105.75,23.25,1.9508475,soybean,major
106.25,23.25,1.6623755,soybean,major
106.75,23.25,1.9907501,soybean,major
107.25,23.25,1.8492923,soybean,major
107.75,23.25,1.787216,soybean,major
108.25,23.25,1.6911386,soybean,major
108.75,23.25,1.7788649,soybean,major
109.25,23.25,1.5450236,soybean,major
109.75,23.25,1.4201459,soybean,major
110.25,23.25,1.8036802,soybean,major
110.75,23.25,2.6984632,soybean,major
111.25,23.25,2.656587,soybean,major
111.75,23.25,2.3689804,soybean,major
112.25,23.25,2.2243466,soybean,major
112.75,23.25,1.1072512,soybean,major
113.25,23.25,0.7297773,soybean,major
113.75,23.25,0.8586421,soybean,major
114.25,23.25,1.3918777,soybean,major
114.75,23.25,2.088275,soybean,major
115.25,23.25,2.752194,soybean,major
115.75,23.25,1.890536,soybean,major
116.25,23.25,1.2628986,soybean,major
260.75,23.25,2.6198916,soybean,major
261.25,23.25,2.0481002,soybean,major
261.75,23.25,2.4452362,soybean,major
72.25,23.75,0.8909718,soybean,major
72.75,23.75,1.2212179,soybean,major
73.25,23.75,1.4772891,soybean,major
73.75,23.75,0.92093223,soybean,major
74.25,23.75,1.561361,soybean,major
74.75,23.75,0.93752885,soybean,major
75.25,23.75,0.642245,soybean,major
75.75,23.75,0.6858156,soybean,major
76.25,23.75,0.691012,soybean,major
76.75,23.75,0.7885095,soybean,major
77.25,23.75,0.99741745,soybean,major
77.75,23.75,0.75327194,soybean,major
78.25,23.75,0.95983523,soybean,major
78.75,23.75,1.1116877,soybean,major
79.25,23.75,1.3992908,soybean,major
79.75,23.75,1.6064005,soybean,major
80.25,23.75,1.6966043,soybean,major
80.75,23.75,1.7337763,soybean,major
81.25,23.75,1.7944858,soybean,major
81.75,23.75,1.6310767,soybean,major
82.75,23.75,2.4434268,soybean,major
92.25,23.75,4.347555,soybean,major
92.75,23.75,4.450816,soybean,major
93.25,23.75,4.3517923,soybean,major
97.75,23.75,1.458939,soybean,major
99.25,23.75,1.7581335,soybean,major
99.75,23.75,1.9547889,soybean,major
100.25,23.75,1.8968091,soybean,major
100.75,23.75,2.216053,soybean,major
101.25,23.75,2.368185,soybean,major
101.75,23.75,1.5573624,soybean,major
102.25,23.75,1.806485,soybean,major
102.75,23.75,1.0680026,soybean,major
103.25,23.75,0.95706254,soybean,major
103.75,23.75,0.8490573,soybean,major
104.25,23.75,0.89092433,soybean,major
104.75,23.75,1.5486325,soybean,major
105.25,23.75,1.6235933,soybean,major
105.75,23.75,2.170308,soybean,major
106.25,23.75,2.2545705,soybean,major
106.75,23.75,2.052821,soybean,major
107.25,23.75,2.0785742,soybean,major
107.75,23.75,1.8851779,soybean,major
108.25,23.75,1.7677214,soybean,major
108.75,23.75,1.804285,soybean,major
109.25,23.75,1.3083274,soybean,major
109.75,23.75,1.6765828,soybean,major
110.25,23.75,2.0004594,soybean,major
110.75,23.75,3.0316417,soybean,major
111.25,23.75,3.3914871,soybean,major
111.75,23.75,2.6605306,soybean,major
112.25,23.75,3.160163,soybean,major
112.75,23.75,1.9074662,soybean,major
113.25,23.75,1.6164602,soybean,major
113.75,23.75,2.454474,soybean,major
114.25,23.75,2.7882056,soybean,major
114.75,23.75,2.5299146,soybean,major
115.25,23.75,2.564579,soybean,major
115.75,23.75,1.7496738,soybean,major
116.25,23.75,2.2555127,soybean,major
116.75,23.75,1.3073918,soybean,major
261.25,23.75,3.1204846,soybean,major
261.75,23.75,2.2888684,soybean,major
72.75,24.25,1.3069533,soybean,major
73.25,24.25,1.8651546,soybean,major
73.75,24.25,0.9433682,soybean,major
74.25,24.25,1.4379715,soybean,major
74.75,24.25,0.92452115,soybean,major
75.25,24.25,0.56555027,soybean,major
75.75,24.25,0.561858,soybean,major
76.25,24.25,0.66860723,soybean,major
76.75,24.25,0.6407955,soybean,major
77.25,24.25,0.885463,soybean,major
77.75,24.25,0.8382071,soybean,major
78.25,24.25,0.65515965,soybean,major
78.75,24.25,1.270291,soybean,major
79.25,24.25,1.400062,soybean,major
79.75,24.25,0.93483025,soybean,major
80.25,24.25,1.6019294,soybean,major
80.75,24.25,1.2752961,soybean,major
81.25,24.25,1.2358829,soybean,major
81.75,24.25,1.2936798,soybean,major
82.25,24.25,1.7506596,soybean,major
82.75,24.25,1.463896,soybean,major
92.25,24.25,4.3826065,soybean,major
92.75,24.25,4.287683,soybean,major
97.75,24.25,1.926364,soybean,major
98.25,24.25,2.5095818,soybean,major
99.25,24.25,1.0525565,soybean,major
99.75,24.25,1.5390829,soybean,major
100.25,24.25,1.3819654,soybean,major
100.75,24.25,2.2526197,soybean,major
101.25,24.25,2.1359391,soybean,major
101.75,24.25,1.740849,soybean,major
102.25,24.25,1.7012229,soybean,major
102.75,24.25,1.0931696,soybean,major
103.25,24.25,1.2371958,soybean,major
103.75,24.25,1.4665821,soybean,major
104.25,24.25,1.3706543,soybean,major
104.75,24.25,1.742091,soybean,major
105.25,24.25,2.061936,soybean,major
105.75,24.25,2.5765522,soybean,major
106.25,24.25,2.5023296,soybean,major
106.75,24.25,2.3117342,soybean,major
107.25,24.25,2.0588906,soybean,major
107.75,24.25,2.043882,soybean,major
108.25,24.25,2.3595386,soybean,major
108.75,24.25,1.9626988,soybean,major
109.25,24.25,1.358143,soybean,major
109.75,24.25,1.6604496,soybean,major
110.25,24.25,2.5194755,soybean,major
110.75,24.25,2.9666266,soybean,major
111.25,24.25,2.3090527,soybean,major
111.75,24.25,2.5579972,soybean,major
112.25,24.25,2.8343043,soybean,major
112.75,24.25,2.3699403,soybean,major
113.25,24.25,2.2457314,soybean,major
113.75,24.25,2.274236,soybean,major
114.25,24.25,3.0694304,soybean,major
114.75,24.25,2.4833896,soybean,major
115.25,24.25,1.8054819,soybean,major
115.75,24.25,1.5970768,soybean,major
116.25,24.25,2.1631382,soybean,major
116.75,24.25,2.1139321,soybean,major
117.25,24.25,2.06035,soybean,major
261.75,24.25,2.4676042,soybean,major
72.75,24.75,1.4006138,soybean,major
73.25,24.75,1.538347,soybean,major
74.25,24.75,0.86754024,soybean,major
74.75,24.75,0.8419285,soybean,major
75.25,24.75,0.96168464,soybean,major
75.75,24.75,0.8622764,soybean,major
76.25,24.75,0.9198347,soybean,major
76.75,24.75,0.8570178,soybean,major
77.25,24.75,1.0368346,soybean,major
77.75,24.75,0.886407,soybean,major
78.25,24.75,1.2066678,soybean,major
78.75,24.75,0.9979881,soybean,major
79.25,24.75,1.3592126,soybean,major
79.75,24.75,1.5000153,soybean,major
80.25,24.75,1.2094657,soybean,major
80.75,24.75,1.0471858,soybean,major
81.25,24.75,0.86086136,soybean,major
81.75,24.75,1.0582008,soybean,major
82.25,24.75,1.2128797,soybean,major
82.75,24.75,1.5902267,soybean,major
92.75,24.75,2.9390068,soybean,major
98.25,24.75,2.5617824,soybean,major
98.75,24.75,1.9838089,soybean,major
99.25,24.75,1.1555618,soybean,major
99.75,24.75,1.5746616,soybean,major
100.25,24.75,1.252564,soybean,major
100.75,24.75,1.7043067,soybean,major
101.25,24.75,1.5324001,soybean,major
101.75,24.75,1.5305563,soybean,major
102.25,24.75,1.6702073,soybean,major
102.75,24.75,1.2286805,soybean,major
103.25,24.75,1.2131228,soybean,major
103.75,24.75,1.0748363,soybean,major
104.25,24.75,2.017384,soybean,major
104.75,24.75,2.368082,soybean,major
105.25,24.75,2.0983787,soybean,major
105.75,24.75,2.2910266,soybean,major
106.25,24.75,2.6884098,soybean,major
106.75,24.75,2.6645746,soybean,major
107.25,24.75,2.4036136,soybean,major
107.75,24.75,2.5186164,soybean,major
108.25,24.75,2.3286061,soybean,major
108.75,24.75,2.1677024,soybean,major
109.25,24.75,1.4393854,soybean,major
109.75,24.75,2.1168513,soybean,major
110.25,24.75,2.1766994,soybean,major
110.75,24.75,2.0325043,soybean,major
111.25,24.75,1.7895119,soybean,major
111.75,24.75,2.23445,soybean,major
112.25,24.75,2.4821625,soybean,major
112.75,24.75,2.314046,soybean,major
113.25,24.75,2.357428,soybean,major
113.75,24.75,2.4827666,soybean,major
114.25,24.75,2.7412384,soybean,major
114.75,24.75,2.9479816,soybean,major
115.25,24.75,2.3672628,soybean,major
115.75,24.75,2.2560968,soybean,major
116.25,24.75,2.9794557,soybean,major
116.75,24.75,2.890284,soybean,major
117.25,24.75,2.5649197,soybean,major
117.75,24.75,1.648431,soybean,major
73.25,25.25,1.6266141,soybean,major
73.75,25.25,1.3627568,soybean,major
74.25,25.25,0.9850555,soybean,major
74.75,25.25,1.1641709,soybean,major
75.25,25.25,0.79080033,soybean,major
75.75,25.25,0.92104864,soybean,major
76.25,25.25,0.8831169,soybean,major
76.75,25.25,0.9469476,soybean,major
77.25,25.25,1.2033283,soybean,major
77.75,25.25,1.2750319,soybean,major
78.25,25.25,1.2735883,soybean,major
78.75,25.25,1.0765837,soybean,major
79.25,25.25,0.9376582,soybean,major
79.75,25.25,0.78269404,soybean,major
80.25,25.25,0.5841308,soybean,major
80.75,25.25,1.3550081,soybean,major
81.25,25.25,1.2142677,soybean,major
81.75,25.25,1.1704088,soybean,major
82.25,25.25,1.2213118,soybean,major
82.75,25.25,1.2047459,soybean,major
83.25,25.25,0.98850477,soybean,major
83.75,25.25,1.3769568,soybean,major
84.25,25.25,1.7516779,soybean,major
84.75,25.25,1.465903,soybean,major
85.25,25.25,1.2706051,soybean,major
85.75,25.25,1.0793409,soybean,major
86.25,25.25,1.0231459,soybean,major
86.75,25.25,1.0000021,soybean,major
87.25,25.25,1.1943448,soybean,major
91.75,25.25,2.0621538,soybean,major
92.25,25.25,3.0913696,soybean,major
98.25,25.25,2.263799,soybean,major
98.75,25.25,1.6400154,soybean,major
99.25,25.25,1.1093929,soybean,major
99.75,25.25,1.4851251,soybean,major
100.25,25.25,1.3052592,soybean,major
100.75,25.25,0.85978216,soybean,major
101.25,25.25,1.3225744,soybean,major
101.75,25.25,1.6324775,soybean,major
102.25,25.25,1.8344277,soybean,major
102.75,25.25,1.4815345,soybean,major
103.25,25.25,1.4618586,soybean,major
103.75,25.25,1.1717665,soybean,major
104.25,25.25,1.8049027,soybean,major
104.75,25.25,1.9044518,soybean,major
105.25,25.25,1.8779755,soybean,major
105.75,25.25,2.1223052,soybean,major
106.25,25.25,2.2126658,soybean,major
106.75,25.25,2.194257,soybean,major
107.25,25.25,2.4709287,soybean,major
107.75,25.25,2.1406379,soybean,major
108.25,25.25,2.127235,soybean,major
109.25,25.25,2.4167235,soybean,major
109.75,25.25,2.5317554,soybean,major
110.25,25.25,1.8417189,soybean,major
110.75,25.25,2.4121609,soybean,major
111.25,25.25,2.1910894,soybean,major
111.75,25.25,1.9283625,soybean,major
112.25,25.25,2.477107,soybean,major
112.75,25.25,2.1220555,soybean,major
113.25,25.25,2.619332,soybean,major
113.75,25.25,2.7599244,soybean,major
114.25,25.25,2.206634,soybean,major
114.75,25.25,2.4697835,soybean,major
115.25,25.25,2.6349626,soybean,major
115.75,25.25,2.46561,soybean,major
116.25,25.25,2.98451,soybean,major
116.75,25.25,3.1441197,soybean,major
117.25,25.25,3.30704,soybean,major
117.75,25.25,2.2184565,soybean,major
118.25,25.25,1.9658092,soybean,major
252.25,25.25,0.8688724,soybean,major
261.25,25.25,0.7981863,soybean,major
261.75,25.25,1.1022053,soybean,major
73.75,25.75,1.2870736,soybean,major
74.25,25.75,0.92989635,soybean,major
74.75,25.75,0.5869644,soybean,major
75.25,25.75,0.82290107,soybean,major
75.75,25.75,0.9456201,soybean,major
76.25,25.75,0.9157948,soybean,major
76.75,25.75,1.5381978,soybean,major
77.25,25.75,1.8091217,soybean,major
77.75,25.75,1.6722696,soybean,major
78.25,25.75,1.2461045,soybean,major
78.75,25.75,0.7140362,soybean,major
79.25,25.75,0.50699157,soybean,major
79.75,25.75,0.5102382,soybean,major
80.25,25.75,0.5279087,soybean,major
80.75,25.75,0.95477945,soybean,major
81.25,25.75,1.1995018,soybean,major
81.75,25.75,1.2779078,soybean,major
82.25,25.75,1.3651723,soybean,major
82.75,25.75,1.126537,soybean,major
83.25,25.75,1.2881682,soybean,major
83.75,25.75,1.2763301,soybean,major
84.25,25.75,1.139858,soybean,major
84.75,25.75,1.0978562,soybean,major
85.25,25.75,1.1228881,soybean,major
85.75,25.75,1.118242,soybean,major
86.25,25.75,1.152827,soybean,major
86.75,25.75,1.3189782,soybean,major
87.25,25.75,1.4231745,soybean,major
87.75,25.75,0.83129954,soybean,major
90.25,25.75,2.839003,soybean,major
90.75,25.75,3.669355,soybean,major
91.25,25.75,3.6307368,soybean,major
91.75,25.75,2.9434836,soybean,major
92.25,25.75,3.613984,soybean,major
98.75,25.75,1.607633,soybean,major
99.25,25.75,1.6271255,soybean,major
99.75,25.75,1.5114361,soybean,major
100.25,25.75,1.4567825,soybean,major
100.75,25.75,1.2986256,soybean,major
101.25,25.75,1.5914434,soybean,major
101.75,25.75,1.2221134,soybean,major
102.25,25.75,1.6507778,soybean,major
102.75,25.75,1.4774561,soybean,major
103.25,25.75,1.2342511,soybean,major
103.75,25.75,1.3226539,soybean,major
104.25,25.75,1.5338948,soybean,major
104.75,25.75,1.6789473,soybean,major
105.25,25.75,1.6800383,soybean,major
105.75,25.75,1.7225815,soybean,major
106.25,25.75,1.9650372,soybean,major
106.75,25.75,2.049088,soybean,major
107.25,25.75,2.0423453,soybean,major
107.75,25.75,1.7665879,soybean,major
108.25,25.75,2.3849275,soybean,major
108.75,25.75,2.5019674,soybean,major
109.25,25.75,2.2865927,soybean,major
109.75,25.75,2.5763083,soybean,major
110.25,25.75,2.57929,soybean,major
110.75,25.75,2.2258995,soybean,major
111.25,25.75,2.1478114,soybean,major
111.75,25.75,1.825739,soybean,major
112.25,25.75,1.723786,soybean,major
112.75,25.75,2.0785725,soybean,major
113.25,25.75,2.5291696,soybean,major
113.75,25.75,3.0039937,soybean,major
114.25,25.75,2.7950444,soybean,major
114.75,25.75,1.8032033,soybean,major
115.25,25.75,2.5639567,soybean,major
115.75,25.75,2.3226132,soybean,major
116.25,25.75,2.2013927,soybean,major
116.75,25.75,2.9052987,soybean,major
117.25,25.75,3.2095714,soybean,major
117.75,25.75,2.6392808,soybean,major
118.25,25.75,2.8200526,soybean,major
118.75,25.75,2.82049,soybean,major
251.75,25.75,0.44239968,soybean,major
252.25,25.75,1.5751553,soybean,major
261.25,25.75,0.9089025,soybean,major
261.75,25.75,0.9008923,soybean,major
76.25,26.25,0.68175125,soybean,major
76.75,26.25,0.8535718,soybean,major
77.25,26.25,1.643398,soybean,major
77.75,26.25,1.1965928,soybean,major
78.25,26.25,0.9104958,soybean,major
78.75,26.25,0.58967394,soybean,major
79.25,26.25,0.6683059,soybean,major
80.25,26.25,1.0221658,soybean,major
83.25,26.25,1.4579382,soybean,major
83.75,26.25,1.3726659,soybean,major
84.25,26.25,1.2759248,soybean,major
84.75,26.25,1.3878765,soybean,major
85.25,26.25,1.4756641,soybean,major
85.75,26.25,1.4615005,soybean,major
86.25,26.25,1.0273556,soybean,major
86.75,26.25,1.1772456,soybean,major
87.25,26.25,1.1539445,soybean,major
87.75,26.25,1.1356412,soybean,major
89.75,26.25,2.5975194,soybean,major
90.25,26.25,2.283437,soybean,major
90.75,26.25,2.3741436,soybean,major
91.25,26.25,2.606419,soybean,major
91.75,26.25,3.2115397,soybean,major
92.25,26.25,2.4155374,soybean,major
99.25,26.25,1.5416389,soybean,major
99.75,26.25,1.4597036,soybean,major
100.25,26.25,1.2223456,soybean,major
100.75,26.25,1.3746073,soybean,major
101.25,26.25,1.7971252,soybean,major
101.75,26.25,1.3496321,soybean,major
102.25,26.25,1.2111008,soybean,major
102.75,26.25,1.3823018,soybean,major
103.25,26.25,1.3663361,soybean,major
103.75,26.25,1.881138,soybean,major
104.25,26.25,1.52646,soybean,major
104.75,26.25,1.7720662,soybean,major
105.25,26.25,2.035523,soybean,major
105.75,26.25,1.8281169,soybean,major
106.25,26.25,1.6932409,soybean,major
106.75,26.25,1.6252488,soybean,major
107.25,26.25,2.2375548,soybean,major
107.75,26.25,1.872896,soybean,major
108.25,26.25,2.5273573,soybean,major
108.75,26.25,2.607328,soybean,major
109.25,26.25,2.6689904,soybean,major
109.75,26.25,2.890699,soybean,major
110.25,26.25,2.802642,soybean,major
110.75,26.25,2.6940622,soybean,major
111.25,26.25,2.188816,soybean,major
111.75,26.25,1.7429398,soybean,major
112.25,26.25,1.696579,soybean,major
112.75,26.25,1.878901,soybean,major
113.25,26.25,2.5743413,soybean,major
113.75,26.25,2.833695,soybean,major
114.25,26.25,2.8304949,soybean,major
114.75,26.25,2.5416603,soybean,major
115.25,26.25,1.7897036,soybean,major
115.75,26.25,1.7433214,soybean,major
116.25,26.25,2.0986087,soybean,major
116.75,26.25,2.717228,soybean,major
117.25,26.25,2.9977124,soybean,major
117.75,26.25,2.5386047,soybean,major
118.25,26.25,2.7604995,soybean,major
118.75,26.25,2.3496244,soybean,major
119.25,26.25,2.572367,soybean,major
251.75,26.25,1.8038911,soybean,major
261.25,26.25,1.268044,soybean,major
261.75,26.25,1.3498629,soybean,major
262.25,26.25,1.4926195,soybean,major
76.25,26.75,0.7317656,soybean,major
76.75,26.75,0.7447471,soybean,major
77.25,26.75,0.8583282,soybean,major
77.75,26.75,0.9145709,soybean,major
78.25,26.75,0.85682976,soybean,major
78.75,26.75,0.8773074,soybean,major
79.25,26.75,1.2943115,soybean,major
82.75,26.75,1.6232519,soybean,major
83.25,26.75,1.4801606,soybean,major
83.75,26.75,2.1480896,soybean,major
84.25,26.75,1.742414,soybean,major
84.75,26.75,1.772102,soybean,major
85.25,26.75,1.616595,soybean,major
85.75,26.75,1.8373419,soybean,major
88.25,26.75,1.90119,soybean,major
89.25,26.75,2.9899292,soybean,major
89.75,26.75,2.9809136,soybean,major
90.75,26.75,3.090716,soybean,major
91.75,26.75,2.9545717,soybean,major
92.25,26.75,2.5685468,soybean,major
92.75,26.75,2.7457302,soybean,major
93.25,26.75,3.3147776,soybean,major
93.75,26.75,3.0040262,soybean,major
94.25,26.75,2.9637666,soybean,major
94.75,26.75,3.3996828,soybean,major
95.25,26.75,4.2202506,soybean,major
98.75,26.75,1.7468704,soybean,major
99.25,26.75,1.4323092,soybean,major
99.75,26.75,1.996381,soybean,major
100.25,26.75,1.6991727,soybean,major
100.75,26.75,1.4555035,soybean,major
101.25,26.75,1.6031984,soybean,major
101.75,26.75,1.7013775,soybean,major
102.25,26.75,1.6690053,soybean,major
102.75,26.75,1.760031,soybean,major
103.25,26.75,1.5334461,soybean,major
103.75,26.75,1.44935,soybean,major
104.25,26.75,1.6223124,soybean,major
104.75,26.75,1.2793808,soybean,major
105.25,26.75,2.0540214,soybean,major
105.75,26.75,2.1026933,soybean,major
106.25,26.75,1.9234902,soybean,major
106.75,26.75,1.7100478,soybean,major
107.25,26.75,2.2297444,soybean,major
107.75,26.75,1.977208,soybean,major
108.25,26.75,2.1541455,soybean,major
108.75,26.75,2.4991105,soybean,major
109.25,26.75,2.5947504,soybean,major
109.75,26.75,2.8419242,soybean,major
110.25,26.75,2.9234056,soybean,major
110.75,26.75,1.9640315,soybean,major
111.25,26.75,2.0127778,soybean,major
111.75,26.75,1.6044819,soybean,major
112.25,26.75,1.5465581,soybean,major
112.75,26.75,1.2515184,soybean,major
113.25,26.75,2.0517378,soybean,major
113.75,26.75,2.6632404,soybean,major
114.25,26.75,3.0527592,soybean,major
114.75,26.75,1.9370881,soybean,major
115.25,26.75,2.3398952,soybean,major
115.75,26.75,2.7283401,soybean,major
116.25,26.75,2.5497537,soybean,major
116.75,26.75,2.77036,soybean,major
117.25,26.75,3.04068,soybean,major
117.75,26.75,2.7937055,soybean,major
118.25,26.75,2.8532283,soybean,major
118.75,26.75,2.5475802,soybean,major
119.25,26.75,2.6138353,soybean,major
78.75,27.25,0.968507,soybean,major
79.25,27.25,0.827767,soybean,major
79.75,27.25,1.0035439,soybean,major
80.25,27.25,1.5446155,soybean,major
82.75,27.25,1.0849242,soybean,major
83.25,27.25,1.2409523,soybean,major
83.75,27.25,1.4137435,soybean,major
84.25,27.25,1.3329836,soybean,major
84.75,27.25,1.4442549,soybean,major
88.25,27.25,1.7151551,soybean,major
93.75,27.25,3.2277226,soybean,major
94.25,27.25,2.9430737,soybean,major
94.75,27.25,3.052806,soybean,major
95.25,27.25,3.9472747,soybean,major
95.75,27.25,4.3231153,soybean,major
96.25,27.25,4.33687,soybean,major
98.75,27.25,2.0680664,soybean,major
99.25,27.25,2.0268474,soybean,major
99.75,27.25,2.200525,soybean,major
100.25,27.25,1.9373647,soybean,major
100.75,27.25,1.4589428,soybean,major
101.25,27.25,1.4299501,soybean,major
101.75,27.25,2.3023746,soybean,major
102.25,27.25,2.452847,soybean,major
102.75,27.25,2.2968042,soybean,major
103.25,27.25,1.8343306,soybean,major
103.75,27.25,1.2011422,soybean,major
104.25,27.25,1.3387545,soybean,major
104.75,27.25,1.6260531,soybean,major
105.25,27.25,1.6459845,soybean,major
105.75,27.25,1.9915396,soybean,major
106.25,27.25,1.8963519,soybean,major
106.75,27.25,1.8831918,soybean,major
107.25,27.25,1.986717,soybean,major
107.75,27.25,2.0321965,soybean,major
108.25,27.25,2.2773724,soybean,major
108.75,27.25,1.8738472,soybean,major
109.25,27.25,2.2680106,soybean,major
109.75,27.25,2.3853416,soybean,major
110.25,27.25,2.7832403,soybean,major
110.75,27.25,1.7411101,soybean,major
111.25,27.25,1.5533056,soybean,major
111.75,27.25,1.3653818,soybean,major
112.25,27.25,1.6210337,soybean,major
112.75,27.25,1.414758,soybean,major
113.25,27.25,1.7279484,soybean,major
113.75,27.25,2.518958,soybean,major
114.25,27.25,2.3290749,soybean,major
114.75,27.25,1.5147781,soybean,major
115.25,27.25,1.7368971,soybean,major
115.75,27.25,2.4587731,soybean,major
116.25,27.25,2.9985905,soybean,major
116.75,27.25,2.5288277,soybean,major
117.25,27.25,2.919411,soybean,major
117.75,27.25,2.9119818,soybean,major
118.25,27.25,2.841076,soybean,major
118.75,27.25,2.7930436,soybean,major
119.25,27.25,2.4443562,soybean,major
119.75,27.25,2.5902638,soybean,major
78.25,27.75,1.1452466,soybean,major
78.75,27.75,1.0653014,soybean,major
79.25,27.75,1.0489612,soybean,major
79.75,27.75,1.4865483,soybean,major
80.25,27.75,1.9013364,soybean,major
80.75,27.75,2.1671567,soybean,major
81.75,27.75,1.4181652,soybean,major
82.25,27.75,2.1712275,soybean,major
82.75,27.75,1.3279058,soybean,major
94.75,27.75,2.742323,soybean,major
95.25,27.75,3.3320606,soybean,major
95.75,27.75,3.9235475,soybean,major
96.25,27.75,4.323123,soybean,major
98.75,27.75,2.06923,soybean,major
99.25,27.75,2.2715993,soybean,major
99.75,27.75,1.7258732,soybean,major
100.25,27.75,2.252362,soybean,major
100.75,27.75,1.6243572,soybean,major
101.25,27.75,1.0845449,soybean,major
101.75,27.75,1.8321877,soybean,major
102.25,27.75,1.571278,soybean,major
102.75,27.75,1.6221681,soybean,major
103.25,27.75,1.781619,soybean,major
103.75,27.75,2.0609956,soybean,major
104.25,27.75,2.3041897,soybean,major
104.75,27.75,2.3739207,soybean,major
105.25,27.75,2.1564271,soybean,major
105.75,27.75,2.1488714,soybean,major
106.25,27.75,2.207035,soybean,major
106.75,27.75,1.7843981,soybean,major
107.25,27.75,1.7046528,soybean,major
107.75,27.75,1.8277115,soybean,major
108.25,27.75,1.7832141,soybean,major
108.75,27.75,2.2151752,soybean,major
109.25,27.75,1.817261,soybean,major
109.75,27.75,2.234425,soybean,major
110.25,27.75,2.1810732,soybean,major
110.75,27.75,2.197649,soybean,major
111.25,27.75,1.8825762,soybean,major
111.75,27.75,1.7854471,soybean,major
112.25,27.75,1.5723397,soybean,major
112.75,27.75,1.3341117,soybean,major
113.25,27.75,1.5279942,soybean,major
113.75,27.75,2.1106958,soybean,major
114.25,27.75,1.909054,soybean,major
114.75,27.75,1.9604359,soybean,major
115.25,27.75,1.5886132,soybean,major
115.75,27.75,2.3972716,soybean,major
116.25,27.75,1.7477918,soybean,major
116.75,27.75,2.1615527,soybean,major
117.25,27.75,2.9596019,soybean,major
117.75,27.75,2.824473,soybean,major
118.25,27.75,2.8896995,soybean,major
118.75,27.75,2.862297,soybean,major
119.25,27.75,2.9498777,soybean,major
119.75,27.75,2.8678384,soybean,major
120.25,27.75,2.1717403,soybean,major
78.25,28.25,1.6367885,soybean,major
78.75,28.25,1.8046138,soybean,major
79.25,28.25,1.4340149,soybean,major
79.75,28.25,1.3080033,soybean,major
80.25,28.25,1.7560927,soybean,major
80.75,28.25,1.4988166,soybean,major
81.25,28.25,1.8221462,soybean,major
95.25,28.25,3.9638991,soybean,major
95.75,28.25,4.004163,soybean,major
98.75,28.25,1.9148164,soybean,major
99.25,28.25,1.6241577,soybean,major
100.75,28.25,2.5691369,soybean,major
101.25,28.25,1.9191234,soybean,major
101.75,28.25,2.5490334,soybean,major
102.25,28.25,1.7853988,soybean,major
102.75,28.25,1.7732491,soybean,major
103.25,28.25,2.2394454,soybean,major
103.75,28.25,2.4743257,soybean,major
104.25,28.25,2.2610703,soybean,major
104.75,28.25,2.0815883,soybean,major
